station id,station name,station latitude,station longitude,Station Type
151,Cleveland Pl & Spring St,40.72210378668603,-73.99724900722505,start
364,Lafayette Ave & Classon Ave,40.68900443,-73.96023854,start
3689,W 104 St & Amsterdam Ave,40.79904139288298,-73.96649479866028,start
3845,Irving Ave & Harman St,40.70108,-73.9179,start
4058,Madison Av & E 51 St,40.75863,-73.97513000000001,start
4000,Lenox Ave & W 144 St,40.819783,-73.936521,start
270,Adelphi St & Myrtle Ave,40.69308257,-73.97178913,start
3630,Frederick Douglass Blvd & W 115 St,40.8038654,-73.95593079999999,start
3592,Crescent St & Broadway,40.7633589,-73.92864709999999,start
496,E 16 St & 5 Ave,40.73726186,-73.99238967,start
3538,W 110 St & Amsterdam Ave,40.802692,-73.96295,start
3547,Broadway & Moylan Pl,40.8143256,-73.9590255,start
438,St Marks Pl & 1 Ave,40.72779126,-73.98564945,start
323,Lawrence St & Willoughby St,40.69236178,-73.98631746,start
4219,W 35 St & 9 Ave,40.754145192635185,-73.9960889518261,start
379,W 31 St & 7 Ave,40.749156,-73.9916,start
477,W 41 St & 8 Ave,40.75640548,-73.9900262,start
3107,Bedford Ave & Nassau Ave,40.72311651,-73.95212324,start
3721,31 St & Newtown Ave,40.7675487799971,-73.92093345522879,start
3463,E 16 St & Irving Pl,40.735367055605394,-73.98797392845155,start
3058,Lewis Ave & Kosciuszko St,40.69237074,-73.93705428,start
355,Bayard St & Baxter St,40.71602118,-73.99974372,start
3151,E 81 St & York Ave,40.7728384,-73.94989233,start
3629,Adam Clayton Powell Blvd & W 126 St,40.809495347779475,-73.94776493310928,start
420,Clermont Ave & Lafayette Ave,40.68764484,-73.96968902,start
519,Pershing Square North,40.751872999999996,-73.97770600000001,start
3562,Classon Ave & St Marks Ave,40.676519799999994,-73.9596082,start
3496,1 Ave & E 110 St,40.7923272,-73.9383,start
330,Reade St & Broadway,40.71450451,-74.00562789,start
3789,Fulton St & Irving Pl,40.68186,-73.95943199999999,start
241,DeKalb Ave & S Portland Ave,40.68981035,-73.97493121,start
3117,Franklin St & Dupont St,40.735640000000004,-73.95866,start
3584,Eastern Pkwy & Franklin Ave,40.670776700000005,-73.9576801,start
3062,Myrtle Ave & Marcy Ave,40.69539817,-73.94954908,start
3514,Astoria Park S & Shore Blvd,40.7767,-73.927631,start
3373,3 St & 3 Ave,40.675070500000004,-73.98775226,start
3366,West End Ave & W 107 St,40.8021174,-73.9681805305,start
509,9 Ave & W 22 St,40.7454973,-74.00197139,start
3088,Union Ave & Jackson St,40.7160751,-73.95202900000001,start
516,E 47 St & 1 Ave,40.75206862,-73.96784384,start
3604,Rogers Ave & Sterling St,40.6630619,-73.95387459999999,start
3042,Fulton St & Utica Ave,40.6794268,-73.92989109999999,start
3412,Pacific St & Nevins St,40.6853761,-73.98302136,start
3359,E 68 St & Madison Ave,40.7691572,-73.96703464,start
307,Canal St & Rutgers St,40.71427487,-73.98990025,start
3435,Grand St & Elizabeth St,40.718821999999996,-73.99596,start
360,William St & Pine St,40.70717936,-74.00887308,start
291,Madison St & Montgomery St,40.713126,-73.984844,start
309,Murray St & West St,40.7149787,-74.013012,start
485,W 37 St & 5 Ave,40.75038009,-73.98338988,start
3605,31 Ave & Crescent St,40.765834600000005,-73.9265474,start
3911,Wyckoff St & Nevins St,40.683426000000004,-73.984275,start
3783,Cliff St & Fulton St,40.70838,-74.00495,start
3785,W 42 St & 6 Ave,40.75492,-73.98455,start
3499,2 Ave & E 122 St,40.8006721,-73.9349,start
3714,Division Ave & Hooper St,40.70684203101325,-73.9544353965357,start
3614,Crescent St & 30 Ave,40.768692,-73.9249574,start
359,E 47 St & Park Ave,40.75510267,-73.97498696,start
3382,Carroll St & Smith St,40.680611,-73.99475825,start
3355,E 66 St & Madison Ave,40.768008893059466,-73.96845281124116,start
3377,Carroll St & Bond St,40.6786115,-73.99037292,start
3414,Bergen St & Flatbush Ave,40.680944723477296,-73.97567331790923,start
3914,West End Ave & W 78 St,40.783786,-73.981687,start
464,E 56 St & 3 Ave,40.75934501,-73.96759673,start
3226,W 82 St & Central Park West,40.78275,-73.97137,start
3050,Putnam Ave & Throop Ave,40.6851532,-73.94111,start
533,Broadway & W 38 St,40.75299641,-73.98721619,start
412,Forsyth St & Canal St,40.715815500000005,-73.99422366,start
416,Cumberland St & Lafayette Ave,40.68753406,-73.97265183,start
525,W 34 St & 11 Ave,40.75594159,-74.0021163,start
157,Henry St & Atlantic Ave,40.69089272,-73.99612349,start
